日期,时段,计划购电量_kWh,充电量_kWh,放电量_kWh,时段初储能_kWh,紧急购电量_kWh
2025-03-20,6:50-7:00,610.6357800897587,0.0,0.0,6679.253662887245,0.0
2025-03-20,7:00-7:10,521.9550163493311,0.0,0.0,6679.253662887245,0.0
2025-03-20,7:10-7:20,498.03815736031714,0.0,0.0,6679.253662887245,0.0
2025-03-20,7:20-7:30,491.3957951106041,0.0,0.0,6679.253662887245,0.0
2025-03-20,7:30-7:40,1199.3663222099551,822.2027417180484,0.0,6679.253662887245,0.0
2025-03-20,7:40-7:50,0.0,0.0,425.7938422028732,7419.23613043349,0.0
2025-03-20,7:50-8:00,0.0,0.0,605.1687843308524,6946.131861319186,0.0
2025-03-20,8:00-8:10,0.0,0.0,537.5925410164704,6273.722100951572,0.0
2025-03-20,8:10-8:20,0.0,0.0,468.9183508774597,5676.397055377716,0.0
2025-03-20,8:20-8:30,0.0,0.0,498.2612484864727,5155.3766655138725,0.0
2025-03-20,8:30-8:40,0.0,0.0,472.93802385504677,4601.753056084458,0.0
2025-03-20,8:40-8:50,0.0,0.0,412.9937988327799,4076.266362912184,0.0
2025-03-20,8:50-9:00,0.0,0.0,333.33256799264154,3617.384364209095,0.0
2025-03-20,9:00-9:10,0.0,0.0,236.9577252252394,3247.0148442172713,0.0
2025-03-20,9:10-9:20,0.0,0.0,220.3088143607367,2983.728482855894,0.0
2025-03-20,9:20-9:30,0.0,0.0,201.4810180276654,2738.940911343964,0.0
2025-03-20,9:30-9:40,0.0,0.0,186.3309413680855,2515.073113535447,0.0
2025-03-20,9:40-9:50,0.0,0.0,160.44526762961905,2308.0387342375743,0.0
2025-03-20,9:50-10:00,0.0,0.0,161.85904850072762,2129.766214649109,0.0
2025-03-20,10:00-10:10,0.0,0.0,174.95093476282898,1949.9228274260781,0.0
2025-03-20,10:10-10:20,0.0,0.0,181.1777066692077,1755.5328999118237,0.0
2025-03-20,10:20-10:30,0.0,0.0,163.19400300055656,1554.2243369460373,0.0
2025-03-20,10:30-10:40,0.0,0.0,155.60790025087698,1372.897666945419,0.0
2025-03-20,10:40-10:50,156.15781134709314,0.0,0.0,1200.0,0.0
2025-03-20,10:50-11:00,902.5786680463729,833.3333333333333,0.0,1200.0,0.0
2025-03-20,11:00-11:10,876.163832135049,833.3333333333333,0.0,1950.0,0.0
2025-03-20,11:10-11:20,862.9026596231206,833.3333333333333,0.0,2700.0,0.0
2025-03-20,11:20-11:30,923.9481463057404,833.3333333333333,0.0,3450.0,0.0
2025-03-20,11:30-11:40,980.2707164010808,833.3333333333333,0.0,4200.0,0.0
2025-03-20,11:40-11:50,951.1089221539862,833.3333333333333,0.0,4950.0,0.0
2025-03-20,11:50-12:00,928.0449887540693,833.3333333333333,0.0,5700.0,0.0
2025-03-20,12:00-12:10,927.4372206770519,833.3333333333333,0.0,6450.0,0.0
2025-03-20,12:10-12:20,893.9143513041432,833.3333333333333,0.0,7200.0,0.0
2025-03-20,12:20-12:30,838.6510412238506,833.3333333333333,0.0,7950.0,0.0
2025-03-20,12:30-12:40,829.2799214739177,833.3333333333333,0.0,8700.0,0.0
2025-03-20,12:40-12:50,874.6631674568156,833.3333333333333,0.0,9450.0,0.0
2025-03-20,12:50-13:00,48.895405026993956,0.0,0.0,10200.0,0.0
2025-03-20,13:00-13:10,0.0,0.0,64.25512324658885,10200.0,0.0
2025-03-20,13:10-13:20,40.90840449126014,0.0,57.120858390358805,10128.605418614901,0.0
2025-03-20,13:20-13:30,0.0,0.0,124.76650412363513,10065.13779818117,0.0
2025-03-20,13:30-13:40,0.0,0.0,73.12105175493116,9926.508349154909,0.0
2025-03-20,13:40-13:50,0.0,0.0,14.559809827108467,9845.262736093873,0.0
2025-03-20,13:50-14:00,0.0,0.0,20.3395382227053,9829.085169619308,0.0
2025-03-20,14:00-14:10,0.0,0.0,16.66745377943272,9806.48568270519,0.0
2025-03-20,14:10-14:20,0.0,0.0,62.54338214468363,9787.966289616932,0.0
2025-03-20,14:20-14:30,0.0,0.0,159.32406094029403,9718.473642789506,0.0
2025-03-20,14:30-14:40,0.0,0.0,98.66589884524927,9541.4469084114,0.0
2025-03-20,14:40-14:50,0.0,0.0,118.6363187250113,9431.81813191668,7.722197941655267
2025-03-20,14:50-15:00,981.6700936321508,833.3333333333333,0.0,9300.0,32.307406367849126
2025-03-20,15:00-15:10,1051.1070489016954,833.3333333333333,0.0,10050.0,0.0
2025-03-20,15:10-15:20,286.9894857979092,0.0,0.0,10800.0,0.0
2025-03-20,15:20-15:30,299.30344715049625,0.0,0.0,10800.0,40.83905284950379
2025-03-20,15:30-15:40,351.75848527040006,0.0,0.0,10800.0,51.02378139626654
2025-03-20,15:40-15:50,373.27262242100625,0.0,0.0,10800.0,79.17982757899364
2025-03-20,15:50-16:00,457.90370059899385,0.0,0.0,10800.0,49.42046606767292
2025-03-20,16:00-16:10,524.1961221058093,0.0,0.0,10800.0,38.06542789419086
2025-03-20,16:10-16:20,615.327177201383,0.0,-0.0,10800.0,0.0
2025-03-20,16:20-16:30,672.7721612255565,0.0,-0.0,10800.0,0.0
2025-03-20,16:30-16:40,709.4810293185174,0.0,-0.0,10800.0,0.0
2025-03-20,16:40-16:50,746.4927367746119,0.0,-0.0,10800.0,0.0
2025-03-20,16:50-17:00,781.8220524475643,0.0,-0.0,10800.0,5.590864219102286
2025-03-20,17:00-17:10,839.9139090567467,-0.0,0.0,10800.0,3.3185409432534243
2025-03-20,17:10-17:20,874.355725244089,0.0,0.0,10800.0,0.0
2025-03-20,17:20-17:30,915.0359548435632,0.0,0.0,10800.0,0.0
2025-03-20,17:30-17:40,991.2618552545744,0.0,0.0,10800.0,0.0
2025-03-20,17:40-17:50,910.8990014645402,0.0,0.0,10800.0,0.0
2025-03-20,17:50-18:00,746.1646176637698,0.0,-0.0,10800.0,0.0
2025-03-20,18:00-18:10,702.250953981067,0.0,-0.0,10800.0,0.0
2025-03-20,18:10-18:20,739.2462280491271,0.0,0.0,10800.0,0.06198861753944129
2025-03-20,18:20-18:30,728.4891441479797,0.0,0.0,10800.0,0.0
2025-03-20,18:30-18:40,773.453391670467,0.0,0.0,10800.0,0.0
2025-03-20,18:40-18:50,280.71650358707166,0.0,469.0424655075692,10800.0,0.0
2025-03-20,18:50-19:00,0.0,0.0,745.8658277398342,10278.84170499159,17.34083892683236
2025-03-20,19:00-19:10,0.0,0.0,745.7444846681498,9450.101896391774,0.9735486651835572
2025-03-20,19:10-19:20,0.0,0.0,735.607796526134,8621.496913427163,0.0
2025-03-20,19:20-19:30,0.0,0.0,747.928320260573,7804.154917287014,0.0
2025-03-20,19:30-19:40,0.0,0.0,729.0343052368523,6973.1234503308215,0.0
2025-03-20,19:40-19:50,0.0,0.0,727.4075280615458,6163.085333400985,1.0834719384540676
2025-03-20,19:50-20:00,0.0,0.0,743.7124892599901,5354.854746665935,0.0
2025-03-20,20:00-20:10,0.0,0.0,779.7831470412276,4528.507536377057,0.0
2025-03-20,20:10-20:20,0.0,0.0,749.7181633315334,3662.0818174423594,4.225653335133188
2025-03-20,20:20-20:30,0.0,0.0,730.6595026694127,2829.0616359628775,0.0
2025-03-20,20:30-20:40,0.0,0.0,735.495969697177,2017.2177441079743,0.0
2025-03-20,20:40-20:50,754.6435156677965,0.0,-0.0,1200.0,0.0
2025-03-20,20:50-21:00,746.5408896859889,0.0,0.0,1200.0,0.0
2025-03-20,21:00-21:10,748.8427588210088,0.0,0.0,1200.0,0.0
2025-03-20,21:10-21:20,736.0272000031941,0.0,0.0,1200.0,0.423399996805756
2025-03-20,21:20-21:30,732.0201502273611,0.0,0.0,1200.0,26.91318310597228
2025-03-20,21:30-21:40,739.7056467941846,0.0,-0.0,1200.0,14.66981987248198
2025-03-20,21:40-21:50,656.0846127476906,0.0,-0.0,1200.0,10.852920585642664
2025-03-20,21:50-22:00,573.246432686055,0.0,0.0,1200.0,0.0
2025-03-20,22:00-22:10,554.9738729872408,0.0,0.0,1200.0,0.0
2025-03-20,22:10-22:20,581.7632004722881,0.0,-0.0,1200.0,0.0
2025-03-20,22:20-22:30,568.5093520694348,0.0,0.0,1200.0,0.0
2025-03-20,22:30-22:40,565.5027231154903,0.0,0.0,1200.0,0.0
2025-03-20,22:40-22:50,570.6720780846739,0.0,0.0,1200.0,0.0
2025-03-20,22:50-23:00,587.9873760942749,0.0,0.0,1200.0,0.0
2025-03-20,23:00-23:10,578.5433368462986,0.0,0.0,1200.0,0.0
2025-03-20,23:10-23:20,576.4561027284839,0.0,0.0,1200.0,0.0
2025-03-20,23:20-23:30,572.0267946492901,0.0,0.0,1200.0,0.0
2025-03-20,23:30-23:40,577.6409351338756,0.0,0.0,1200.0,23.038398199457674
2025-03-20,23:40-23:50,522.8680970167794,0.0,0.0,1200.0,18.11008631655386
2025-03-20,23:50-0:00+1,395.2362506869124,0.0,-0.0,1200.0,4.93041597975423
2025-06-21,0:00-0:10,1465.2819451096407,833.3333333333333,0.0,1200.0,0.0
2025-06-21,0:10-0:20,1455.166144279574,833.3333333333333,0.0,1950.0,0.0
2025-06-21,0:20-0:30,1401.9124769017953,833.3333333333333,0.0,2700.0,0.0
2025-06-21,0:30-0:40,1361.8098275428097,833.3333333333333,0.0,3450.0,0.0
2025-06-21,0:40-0:50,1420.09728206107,833.3333333333333,0.0,4200.0,0.0
2025-06-21,0:50-1:00,1405.427296942114,833.3333333333333,0.0,4950.0,0.0
2025-06-21,1:00-1:10,609.8656310928228,0.0,0.0,5700.0,0.0
2025-06-21,1:10-1:20,551.9710845143524,0.0,0.0,5700.0,0.0
2025-06-21,1:20-1:30,1326.9886198389509,833.3333333333333,0.0,5700.0,33.708046827715634
2025-06-21,1:30-1:40,551.0526982850585,0.0,0.0,6450.0,0.0
2025-06-21,1:40-1:50,557.7963913044921,0.0,0.0,6450.0,0.0
2025-06-21,1:50-2:00,509.03355470170425,0.0,0.0,6450.0,0.0
2025-06-21,2:00-2:10,1334.9285244077355,833.3333333333333,0.0,6450.0,10.471708925597795
2025-06-21,2:10-2:20,529.7458114399346,0.0,0.0,7200.0,0.0
2025-06-21,2:20-2:30,522.2605699426604,0.0,0.0,7200.0,0.0
2025-06-21,2:30-2:40,517.8050633430261,0.0,0.0,7200.0,0.0
2025-06-21,2:40-2:50,477.7584873774451,0.0,0.0,7200.0,0.0
2025-06-21,2:50-3:00,460.2334032172759,0.0,0.0,7200.0,29.13993011605737
2025-06-21,3:00-3:10,476.3556750231601,0.0,0.0,7200.0,10.342358310173267
2025-06-21,3:10-3:20,486.2467448686541,0.0,0.0,7200.0,5.592055131345887
2025-06-21,3:20-3:30,467.96124163862225,0.0,0.0,7200.0,28.29042502804441
2025-06-21,3:30-3:40,511.6228959581253,0.0,0.0,7200.0,0.0
2025-06-21,3:40-3:50,545.7473915379486,0.0,0.0,7200.0,0.0
2025-06-21,3:50-4:00,482.1581086610527,0.0,0.0,7200.0,0.0
2025-06-21,4:00-4:10,483.38949946834276,0.0,0.0,7200.0,0.0
2025-06-21,4:10-4:20,473.50471649096255,0.0,0.0,7200.0,0.0
2025-06-21,4:20-4:30,464.23416617555074,0.0,0.0,7200.0,0.0
2025-06-21,4:30-4:40,476.1949781565288,0.0,0.0,7200.0,0.0
2025-06-21,4:40-4:50,493.387779307176,0.0,0.0,7200.0,0.0
2025-06-21,4:50-5:00,501.14173402797996,0.0,0.0,7200.0,0.0
2025-06-21,5:00-5:10,402.76892417886603,0.0,0.0,7200.0,21.889792487800605
2025-06-21,5:10-5:20,377.8833395947408,0.0,0.0,7200.0,12.600110405259215
2025-06-21,5:20-5:30,819.4970186701528,447.89364432127815,0.0,7200.0,0.0
2025-06-21,5:30-5:40,1209.7583176248834,833.3333333333333,0.0,7603.10427988915,0.0
2025-06-21,5:40-5:50,0.0,0.0,334.96259162750874,8353.10427988915,2.0723250391578745
2025-06-21,5:50-6:00,0.0,0.0,248.58203104574682,7980.9236225252525,59.907968954253136
2025-06-21,6:00-6:10,0.0,0.0,243.36834312659,7704.721365807756,48.594156873409986
2025-06-21,6:10-6:20,0.0,0.0,236.9542442403311,7434.312095667101,9.51712242633559
2025-06-21,6:20-6:30,0.0,0.0,198.81484935368272,7171.029602066733,0.0
2025-06-21,6:30-6:40,0.0,0.0,170.42665223810258,6950.124213895974,0.0
2025-06-21,6:40-6:50,0.0,0.0,168.73925060574274,6760.761266964749,0.0
2025-06-21,6:50-7:00,0.0,0.0,170.12140874448448,6573.273210736145,0.0
2025-06-21,7:00-7:10,0.0,0.0,180.8594483051666,6384.249423242273,0.0
2025-06-21,7:10-7:20,0.0,0.0,134.11714050636937,6183.294480680977,0.0
2025-06-21,7:20-7:30,0.0,0.0,57.027638954776734,6034.275435673901,0.0
2025-06-21,7:30-7:40,0.0,0.0,83.53943652033897,5970.911392390815,0.0
2025-06-21,7:40-7:50,0.0,0.0,92.00408421555156,5878.089796257105,0.0
2025-06-21,7:50-8:00,0.0,0.0,112.53413191428236,5775.863036017604,0.0
2025-06-21,8:00-8:10,0.0,7.3082837690786775,0.0,5650.825111668401,0.0
2025-06-21,8:10-8:20,0.0,101.95245868184404,0.0,5657.402567060572,0.0
2025-06-21,8:20-8:30,0.0,101.95972088260024,0.0,5749.159779874232,0.0
2025-06-21,8:30-8:40,0.0,67.77339538922428,0.0,5840.9235286685725,0.0
2025-06-21,8:40-8:50,0.0,25.761708861429987,0.0,5901.919584518874,0.0
2025-06-21,8:50-9:00,0.0,0.0,10.133702007847816,5925.105122494161,0.0
2025-06-21,9:00-9:10,0.0,0.0,13.601852750587506,5913.845453596552,0.0
2025-06-21,9:10-9:20,0.0,22.100508248349133,0.0,5898.732283873677,0.0
2025-06-21,9:20-9:30,0.0,69.72478093629472,0.0,5918.622741297191,0.0
2025-06-21,9:30-9:40,0.0,100.60482901142748,0.0,5981.375044139856,0.0
2025-06-21,9:40-9:50,0.0,147.2320919927538,0.0,6071.919390250141,0.0
2025-06-21,9:50-10:00,0.0,164.4857172882887,0.0,6204.42827304362,0.0
2025-06-21,10:00-10:10,0.0,243.6843602489443,0.0,6352.465418603079,0.0
2025-06-21,10:10-10:20,0.0,293.021798792709,0.0,6571.781342827129,0.0
2025-06-21,10:20-10:30,0.0,316.13647613060755,0.0,6835.500961740568,0.0
2025-06-21,10:30-10:40,0.0,275.6300357273411,0.0,7120.023790258115,0.0
2025-06-21,10:40-10:50,0.0,284.7494307114965,0.0,7368.0908224127215,0.0
2025-06-21,10:50-11:00,0.0,242.08347097797346,0.0,7624.365310053068,0.0
2025-06-21,11:00-11:10,0.0,168.44750556979847,0.0,7842.240433933244,0.0
2025-06-21,11:10-11:20,0.0,130.0407538648595,0.0,7993.843188946063,0.0
2025-06-21,11:20-11:30,0.0,158.23321468802422,0.0,8110.879867424436,0.0
2025-06-21,11:30-11:40,0.0,63.423894387889675,0.0,8253.289760643658,0.0
2025-06-21,11:40-11:50,0.0,67.89661642673424,0.0,8310.37126559276,0.0
2025-06-21,11:50-12:00,0.0,94.36903821184065,0.0,8371.47822037682,0.0
2025-06-21,12:00-12:10,0.0,143.8996338605399,0.0,8456.410354767477,0.0
2025-06-21,12:10-12:20,0.0,128.64410652222915,0.0,8585.920025241963,0.0
2025-06-21,12:20-12:30,0.0,102.41928831749115,0.0,8701.699721111969,0.0
2025-06-21,12:30-12:40,717.4210343964173,833.3333333333333,0.0,8793.877080597711,0.0
2025-06-21,12:40-12:50,0.0,162.45359378745832,0.0,9543.877080597711,0.0
2025-06-21,12:50-13:00,0.0,173.9739732646553,0.0,9690.085315006423,0.0
2025-06-21,13:00-13:10,0.0,141.40249436575684,0.0,9846.661890944613,0.0
2025-06-21,13:10-13:20,0.0,168.87654414411963,0.0,9973.924135873795,0.0
2025-06-21,13:20-13:30,0.0,183.20175575592273,0.0,10125.913025603502,0.0
2025-06-21,13:30-13:40,0.0,125.93809047227442,0.0,10290.794605783833,0.0
2025-06-21,13:40-13:50,0.0,92.94611437954384,0.0,10404.13888720888,0.0
2025-06-21,13:50-14:00,0.0,104.74373778310789,0.0,10487.790390150469,0.0
2025-06-21,14:00-14:10,0.0,17.487356261753764,0.0,10582.059754155265,0.0
2025-06-21,14:10-14:20,0.0,38.2336193339261,0.0,10597.798374790844,0.0
2025-06-21,14:20-14:30,0.0,109.19540794531271,0.0,10632.208632191378,0.0
2025-06-21,14:30-14:40,0.0,77.23944517537764,0.0,10730.48449934216,0.0
2025-06-21,14:40-14:50,0.0,0.0,24.227019942085022,10800.0,0.0
2025-06-21,14:50-15:00,104.06662607962647,0.0,0.0,10773.081088953239,0.0
2025-06-21,15:00-15:10,142.23574777704354,29.90990116306825,0.0,10773.081088953239,0.0
2025-06-21,15:10-15:20,171.09245627217672,0.0,0.0,10800.0,0.0
2025-06-21,15:20-15:30,217.53897462590825,0.0,0.0,10800.0,0.0
2025-06-21,15:30-15:40,228.01064967410775,0.0,0.0,10800.0,0.0
2025-06-21,15:40-15:50,263.62593322387653,0.0,0.0,10800.0,0.0
2025-06-21,15:50-16:00,348.1227734989326,0.0,0.0,10800.0,0.0
2025-06-21,16:00-16:10,374.7258028079129,0.0,-0.0,10800.0,0.0
2025-06-21,16:10-16:20,350.450567690251,0.0,-0.0,10800.0,0.0
2025-06-21,16:20-16:30,330.2816266183805,0.0,-0.0,10800.0,0.0
2025-06-21,16:30-16:40,408.8140493200178,0.0,-0.0,10800.0,0.0
2025-06-21,16:40-16:50,414.59801335743555,0.0,-0.0,10800.0,0.0
2025-06-21,16:50-17:00,369.03399964507145,0.0,-0.0,10800.0,0.0
2025-06-21,17:00-17:10,426.6899691481475,0.0,-0.0,10800.0,0.0
2025-06-21,17:10-17:20,518.1345928733554,0.0,-0.0,10800.0,0.0
2025-06-21,17:20-17:30,505.4032349243697,0.0,-0.0,10800.0,0.0
2025-06-21,17:30-17:40,509.1704883972752,0.0,0.0,10800.0,0.0
2025-06-21,17:40-17:50,487.99381114965155,0.0,-0.0,10800.0,0.0
2025-06-21,17:50-18:00,496.5474966475979,0.0,-0.0,10800.0,0.0
2025-06-21,18:00-18:10,0.0,0.0,511.5704489759851,10800.0,0.0
2025-06-21,18:10-18:20,554.3169874844143,0.0,0.0,10231.588390026684,0.0
2025-06-21,18:20-18:30,497.4561430359471,0.0,140.81856668452437,10231.588390026684,0.0
2025-06-21,18:30-18:40,646.08619293783,0.0,0.0,10075.123315932768,0.0
2025-06-21,18:40-18:50,0.0,0.0,642.2954101782792,10075.123315932768,0.0
2025-06-21,18:50-19:00,0.0,0.0,649.3104802900468,9361.461749068012,0.0
2025-06-21,19:00-19:10,0.0,0.0,676.0509504318235,8640.005659856848,0.0
2025-06-21,19:10-19:20,0.0,0.0,669.0441826048827,7888.837937154823,0.0
2025-06-21,19:20-19:30,0.0,0.0,634.385286823368,7145.4555120382865,0.0
2025-06-21,19:30-19:40,0.0,0.0,641.6351144878265,6440.582971123433,0.0
2025-06-21,19:40-19:50,0.0,0.0,658.3374457121885,5727.655066136959,0.0
2025-06-21,19:50-20:00,0.0,0.0,659.664059366028,4996.169015345638,0.0
2025-06-21,20:00-20:10,0.0,0.0,685.8991781967167,4263.208949383385,0.0
2025-06-21,20:10-20:20,0.0,0.0,699.2592960929973,3501.0987513870323,0.0
2025-06-21,20:20-20:30,0.0,0.0,681.6823001490711,2724.1439779503685,0.0
2025-06-21,20:30-20:40,0.0,0.0,690.0472800062604,1966.719200006956,0.0
2025-06-21,20:40-20:50,727.0120251831358,0.0,-0.0,1200.0,0.0
2025-06-21,20:50-21:00,725.1474796184399,0.0,0.0,1200.0,0.0
2025-06-21,21:00-21:10,697.2054809337201,0.0,0.0,1200.0,0.0
2025-06-21,21:10-21:20,636.9106139110879,0.0,0.0,1200.0,0.0
2025-06-21,21:20-21:30,617.1492202064595,0.0,0.0,1200.0,1.765779793540446
2025-06-21,21:30-21:40,649.9068366880762,0.0,-0.0,1200.0,0.0
2025-06-21,21:40-21:50,691.889708338822,0.0,-0.0,1200.0,0.0
2025-06-21,21:50-22:00,683.8630122424045,0.0,0.0,1200.0,0.0
2025-06-21,22:00-22:10,588.0556437148825,0.0,0.0,1200.0,0.0
2025-06-21,22:10-22:20,591.8328434553225,0.0,-0.0,1200.0,0.0
2025-06-21,22:20-22:30,581.1458299497045,0.0,0.0,1200.0,0.0
2025-06-21,22:30-22:40,661.9710072924255,0.0,0.0,1200.0,0.0
2025-06-21,22:40-22:50,681.2977879565301,0.0,0.0,1200.0,0.0
2025-06-21,22:50-23:00,626.1572704623044,0.0,0.0,1200.0,0.0
2025-06-21,23:00-23:10,582.5145898936905,0.0,0.0,1200.0,0.0
2025-06-21,23:10-23:20,586.8079743515515,0.0,0.0,1200.0,0.0
2025-06-21,23:20-23:30,607.3736972323019,0.0,0.0,1200.0,0.0
2025-06-21,23:30-23:40,602.234610448501,0.0,0.0,1200.0,0.0
2025-06-21,23:40-23:50,677.4329212657618,0.0,0.0,1200.0,0.0
2025-06-21,23:50-0:00+1,748.9974949813101,0.0,-0.0,1200.0,0.0
2025-09-23,0:00-0:10,1509.1915433033732,833.3333333333333,0.0,1200.0,0.0
2025-09-23,0:10-0:20,1496.5764411020018,833.3333333333333,0.0,1950.0,0.0
2025-09-23,0:20-0:30,1453.3141232348598,833.3333333333333,0.0,2700.0,0.0
2025-09-23,0:30-0:40,1459.8025587561372,833.3333333333333,0.0,3450.0,0.0
2025-09-23,0:40-0:50,1443.2314414459715,833.3333333333333,0.0,4200.0,0.0
2025-09-23,0:50-1:00,1417.297790554642,833.3333333333333,0.0,4950.0,5.805542778691233
2025-09-23,1:00-1:10,1250.1857832817946,666.6666666666666,0.0,5700.0,13.83423338487205
2025-09-23,1:10-1:20,1421.9211335019081,833.3333333333333,0.0,6300.0,0.0
2025-09-23,1:20-1:30,1447.7288189967967,833.3333333333333,0.0,7050.0,0.0
2025-09-23,1:30-1:40,633.4652639513954,0.0,0.0,7800.0,0.0
2025-09-23,1:40-1:50,653.883428821634,0.0,0.0,7800.0,0.0
2025-09-23,1:50-2:00,1491.8956890464792,833.3333333333333,0.0,7800.0,0.0
2025-09-23,2:00-2:10,1498.9716589402692,833.3333333333333,0.0,8550.0,0.0
2025-09-23,2:10-2:20,674.2133239915962,0.0,0.0,9300.0,0.0
2025-09-23,2:20-2:30,668.0266492741771,0.0,0.0,9300.0,0.0
2025-09-23,2:30-2:40,655.5566705835926,0.0,0.0,9300.0,0.0
2025-09-23,2:40-2:50,716.6629585283092,0.0,0.0,9300.0,0.0
2025-09-23,2:50-3:00,627.4458723998071,0.0,0.0,9300.0,0.0
2025-09-23,3:00-3:10,608.9890832481163,0.0,0.0,9300.0,0.0
2025-09-23,3:10-3:20,600.062402580712,0.0,0.0,9300.0,0.0
2025-09-23,3:20-3:30,628.4014985057604,0.0,0.0,9300.0,0.0
2025-09-23,3:30-3:40,628.7750596890348,0.0,0.0,9300.0,0.0
2025-09-23,3:40-3:50,633.6440326302271,0.0,0.0,9300.0,0.0
2025-09-23,3:50-4:00,625.2749555435344,0.0,0.0,9300.0,0.0
2025-09-23,4:00-4:10,654.4907122131206,0.0,0.0,9300.0,0.0
2025-09-23,4:10-4:20,680.2477738810966,0.0,0.0,9300.0,0.0
2025-09-23,4:20-4:30,632.2739596288105,0.0,0.0,9300.0,0.0
2025-09-23,4:30-4:40,647.2860241824899,0.0,0.0,9300.0,0.0
2025-09-23,4:40-4:50,641.7202298366053,0.0,0.0,9300.0,0.0
2025-09-23,4:50-5:00,609.941456465045,0.0,0.0,9300.0,8.181876868288214
2025-09-23,5:00-5:10,625.3785898462976,0.0,0.0,9300.0,0.0
2025-09-23,5:10-5:20,603.8204249857135,0.0,0.0,9300.0,11.08770834761981
2025-09-23,5:20-5:30,1447.348135165411,833.3333333333333,0.0,9300.0,0.0
2025-09-23,5:30-5:40,1417.1086578182733,833.3333333333333,0.0,10050.0,0.20272551505991032
2025-09-23,5:40-5:50,616.9752476614487,0.0,-0.0,10800.0,49.938185671884526
2025-09-23,5:50-6:00,0.0,0.0,780.231454626419,10800.0,10.391878706914213
2025-09-23,6:00-6:10,0.0,0.0,733.8617318970796,9933.076161526202,59.91035143625356
