date,slot,start,end,issue_hour,price_yuan_per_kwh,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,charge_kwh,discharge_kwh,energy_before_kwh,energy_after_kwh,load_kwh,pv_kwh,forecast_net_kwh,net_supply_kwh,emergency_kwh,dump_kwh,planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,delta_grid_kw
2025-03-20,21,03:30,03:40,0,0.4353,621.633459167,621.633459167,0,0,0,0,10050,10050,616.623083333,0,602.129461667,621.633459167,0,5.01037583333,270.597044775,0,0,0,0,0,270.597044775,0
2025-03-20,22,03:40,03:50,0,0.436,625.454900833,625.454900833,0,0,0,0,10050,10050,612.46375,0,610.86081,625.454900833,0,12.9911508333,272.698336763,0,0,0,0,0,272.698336763,0
2025-03-20,23,03:50,04:00,0,0.4378,616.639333333,616.639333333,0,0,0,0,10050,10050,603.93,0,598.875583333,616.639333333,0,12.7093333333,269.964700133,0,0,0,0,0,269.964700133,0
2025-03-20,24,04:00,04:10,0,0.4401,621.273575368,621.273575368,0,0,0,0,10050,10050,589.79495,0.000316666666667,606.441081201,621.273575368,0,31.4789420346,273.422500519,0,0,0,0,0,273.422500519,0
2025-03-20,25,04:10,04:20,0,0.4389,624.504588223,624.504588223,0,0,0,0,10050,10050,581.46405,0,605.811730077,624.504588223,0,43.040538223,274.095063771,0,0,0,0,0,274.095063771,0
2025-03-20,26,04:20,04:30,0,0.4364,622.543083333,622.543083333,0,0,0,0,10050,10050,585.585,0,599.275833333,622.543083333,0,36.9580833333,271.677801567,0,0,0,0,0,271.677801567,0
2025-03-20,27,04:30,04:40,0,0.4393,637.378016241,637.378016241,0,0,0,0,10050,10050,599.72965,0.00451666666667,616.900080157,637.378016241,0,37.6528829075,280.000162535,0,0,0,0,0,280.000162535,0
2025-03-20,28,04:40,04:50,0,0.4422,633.486513234,633.486513234,0,0,0,0,10050,10050,616.739316667,0,612.08401748,633.486513234,0,16.7471965677,280.127736152,0,0,0,0,0,280.127736152,0
2025-03-20,29,04:50,05:00,0,0.4395,605.807138889,605.807138889,0,0,0,0,10050,10050,625.595,0,582.618416667,605.807138889,19.7878611111,0,266.252237542,0,0,0,0,43.4838247917,309.736062333,0
2025-03-20,30,05:00,05:10,0,0.4333,591.126467049,591.126467049,0,0,0,0,10050,10050,619.49685,0.0629333333333,578.573417049,591.126467049,28.3074496175,0,256.135098172,0,0,0,0,61.3280895964,317.463187769,0
2025-03-20,31,05:10,05:20,0,0.4439,619.350519817,619.350519817,0,0,0,0,10050,10050,617.8444,0,601.840983554,619.350519817,0,1.50611981675,274.929695747,0,0,0,0,0,274.929695747,0
2025-03-20,32,05:20,05:30,0,0.4301,630.976583333,630.976583333,0,0,0,0,10050,10050,607.115,0,615.475666667,630.976583333,0,23.8615833333,271.383028492,0,0,0,0,0,271.383028492,0
2025-03-20,33,05:30,05:40,0,0.3713,1445.3921387,1445.3921387,0,0,833.333333333,0,10050,10800,576.306633333,0.876566666667,595.416525367,612.058805367,0,36.6287387001,536.674101099,0,0,0,0,0,536.674101099,0
2025-03-20,34,05:40,05:50,0,0.5708,686.162966652,686.162966652,0,0,0,0,10800,10800,671.463116667,0,667.348934399,686.162966652,0,14.699849985,391.661821365,0,0,0,0,0,391.661821365,0
2025-03-20,35,05:50,06:00,0,0.9099,-0,0,0,0,0,820.290416667,10800,9888.5662037,827.015,0,798.351833333,820.290416667,6.72458333333,0,-0,0,0,0,0,30.593491875,30.593491875,0
2025-03-20,36,06:00,06:10,6,0.9368,0,0,0,0,0,822.641082509,9888.5662037,8974.52055647,817.519966667,25.5700333333,793.304462785,822.641082509,0,30.6911491755,0,0,0,0,0,0,0,0
2025-03-20,37,06:10,06:20,6,0.8758,0,0,0,0,0,769.703619924,8974.52055647,8119.29431211,776.803983333,66.8406666667,735.230176515,769.703619924,0,59.7403032574,0,0,0,0,0,0,0,0
2025-03-20,38,06:20,06:30,6,0.8759,0,0,0,0,0,715.685763426,8119.29431211,7324.0879083,783.958333333,112.5875,681.651496635,715.685763426,0,44.3149300928,0,0,0,0,0,0,0,0
2025-03-20,39,06:30,06:40,6,0.8601,0,0,0,0,0,661.203211092,7324.0879083,6589.41767376,787.8168,158.771933333,630.116936395,661.203211092,0,32.158344425,0,0,0,0,0,0,0,0
2025-03-20,40,06:40,06:50,6,0.8442,0,0,0,0,0,604.334590122,6589.41767376,5917.93479585,803.24555,217.089633333,579.574580423,604.334590122,0,18.1786734549,0,0,0,0,0,0,0,0
2025-03-20,41,06:50,07:00,6,0.8334,0,0,0,0,0,549.360217807,5917.93479585,5307.53455384,813.388333333,282.20625,525.301747861,549.360217807,0,18.1781344734,0,0,0,0,0,0,0,0
2025-03-20,42,07:00,07:10,6,0.8092,413.579222516,413.579222516,0,0,0,88.5655511857,5307.53455384,5209.12838585,781.562683333,334.987183333,479.812663628,502.144773702,0,55.5692737016,334.66830686,0,0,0,0,0,334.66830686,0
2025-03-20,43,07:10,07:20,6,0.7972,453.352172768,453.352172768,0,0,0,8.20579310469,5209.12838585,5200.01083796,785.560766667,384.31915,435.681040456,461.557965872,0,60.3163492055,361.41235213,0,0,0,0,0,361.41235213,0
2025-03-20,44,07:20,07:30,6,0.7644,390.676698098,390.676698098,0,0,0,8.1345379793,5200.01083796,5190.97246243,804.533333333,434.95625,373.61718634,398.811236077,0,29.2341527438,298.633268026,0,0,0,0,0,298.633268026,0
2025-03-20,45,07:30,07:40,6,0.6899,312.185091652,312.185091652,0,0,0,7.50237901577,5190.97246243,5182.63648574,763.026,482.3358,291.76057222,319.687470668,0,38.997270668,215.376494731,0,0,0,0,0,215.376494731,0
2025-03-20,46,07:40,07:50,6,0.86,0,0,0,0,0,380.921325154,5182.63648574,4759.39056891,864.506133333,529.928066667,362.8213506,380.921325154,0,46.3432584873,0,0,0,0,0,0,0,0
2025-03-20,47,07:50,08:00,6,1.1617,0,0,0,0,0,536.901338701,4759.39056891,4162.8335259,1067.59833333,579.41875,507.939662146,536.901338701,0,48.721755368,0,0,0,0,0,0,0,0
2025-03-20,48,08:00,08:10,6,1.1683,0,0,0,0,0,498.80157401,4162.8335259,3608.60955478,1109.67476667,626.870916667,460.647789469,498.80157401,0,15.9977240101,0,0,0,0,0,0,0,0
2025-03-20,49,08:10,08:20,6,1.0956,0,0,0,0,0,419.089383229,3608.60955478,3142.95468453,1101.10001667,662.728616667,385.1054289,419.089383229,19.2820167712,0,0,0,0,0,0,105.626887873,105.626887873,0
2025-03-20,50,08:20,08:30,6,1.0849,0,0,0,0,0,394.625229179,3142.95468453,2704.48220766,1114.545,703.3875,356.940406261,394.625229179,16.5322708206,0,0,0,0,0,0,89.6793030664,89.6793030664,0
2025-03-20,51,08:30,08:40,6,1.061,0,0,0,0,0,325.952215293,2704.48220766,2342.31307956,1108.296,775.623816667,288.801608816,325.952215293,6.71996804012,0,0,0,0,0,0,35.6494304528,35.6494304528,0
2025-03-20,52,08:40,08:50,6,1.043,0,0,0,0,0,271.079703841,2342.31307956,2041.11340862,1117.58891667,839.583783333,228.401882993,271.079703841,6.92542949255,0,0,0,0,0,0,36.1161148037,36.1161148037,0
2025-03-20,53,08:50,09:00,6,1.036,0,0,0,0,0,224.749770113,2041.11340862,1791.39144183,1126.30166667,863.48125,187.285491311,224.749770113,38.070646554,0,0,0,0,0,0,197.205949149,197.205949149,0
2025-03-20,54,09:00,09:10,6,1.0147,0,0,0,0,0,171.430655873,1791.39144183,1600.91293531,1082.36673333,861.082966667,130.731342812,171.430655873,49.8531107936,0,0,0,0,0,0,252.929757611,252.929757611,0
2025-03-20,55,09:10,09:20,6,0.9922,0,0,0,0,0,140.248216762,1600.91293531,1445.08158335,1072.73986667,922.2215,89.7653830874,140.248216762,10.2701499052,0,0,0,0,0,0,50.9502136795,50.9502136795,0
2025-03-20,56,09:20,09:30,6,0.97,0,0,0,0,0,112.70621967,1445.08158335,1319.85245038,1095.14166667,1017.95625,67.5452302593,112.70621967,0,35.5208030032,0,0,0,0,0,0,0,0
2025-03-20,57,09:30,09:40,6,0.9422,0,0,0,0,0,75.5566970032,1319.85245038,1235.90056482,1066.56058333,1030.46583333,26.8185438859,75.5566970032,0,39.4619470032,0,0,0,0,0,0,0,0
2025-03-20,58,09:40,09:50,6,0.9569,0,0,0,0,0,27.8451263429,1235.90056482,1204.96153555,1074.32168333,1033.06433333,-16.2564963016,27.8451263429,13.4122236571,0,0,0,0,0,0,64.1707840873,64.1707840873,0
2025-03-20,59,09:50,10:00,6,0.9977,0,0,0,0,0,2.60504655562,1204.96153555,1202.06703938,1116.23833333,1071.03125,-44.8292541085,2.60504655562,42.6020367777,0,0,0,0,0,0,212.520260466,212.520260466,0
2025-03-20,60,10:00,10:10,6,0.9919,0,0,0,0,0,1.8603354423,1202.06703938,1200,1096.3326,1112.54135,-64.7451233138,1.8603354423,0,18.0690854423,0,0,0,0,0,0,0,0
2025-03-20,61,10:10,10:20,6,0.9588,0,0,0,0,8.91086194793,0,1200,1208.01977575,1074.21286667,1129.00066667,-97.716809546,-8.91086194793,0,45.8769380521,0,0,0,0,0,0,0,0
2025-03-20,62,10:20,10:30,6,0.9549,0,0,0,0,66.8037295717,0,1208.01977575,1268.14313237,1078.935,1146.5125,-143.289359209,-66.8037295717,0,0.773770428286,0,0,0,0,0,0,0,0
2025-03-20,63,10:30,10:40,6,0.9839,0,0,0,0,91.7362981053,0,1268.14313237,1350.70580066,1075.70588333,1211.41895,-175.608703754,-91.7362981053,0,43.9767685614,0,0,0,0,0,0,0,0
2025-03-20,64,10:40,10:50,6,0.799,0,0,0,0,115.422293484,0,1350.70580066,1454.5858648,1058.72266667,1242.55923333,-192.192749564,-115.422293484,0,68.4142731824,0,0,0,0,0,0,0,0
2025-03-20,65,10:50,11:00,6,0.5025,673.011804565,673.011804565,0,0,817.027267298,0,1454.5858648,2189.91040537,1046.65,1210.5,-207.543797115,-144.015462734,0,19.8345372663,338.188431794,0,0,0,0,0,338.188431794,0
2025-03-20,66,11:00,11:10,6,0.4662,667.672446796,667.672446796,0,0,830.4313346,0,2189.91040537,2937.29860651,1060.3406,1170.27798333,-238.819758776,-162.758887804,52.8215044707,0,311.268894696,0,0,0,0,123.126926921,434.395821617,0
2025-03-20,67,11:10,11:20,6,0.5007,651.046919579,651.046919579,0,0,816.720414645,0,2937.29860651,3672.34697969,1065.63955,1175.4807,-264.962599772,-165.673495067,55.8323450665,0,325.979192633,0,0,0,0,139.776275874,465.755468507,0
2025-03-20,68,11:20,11:30,6,0.4827,636.877202136,636.877202136,0,0,802.096373675,0,3672.34697969,4394.23371599,1060.01666667,1219.59375,-275.940377364,-165.219171539,5.64208820615,0,307.420625471,0,0,0,0,13.6171798855,321.037805356,0
2025-03-20,69,11:30,11:40,6,0.4785,653.950475707,653.416220793,0,0.534254914499,833.333333333,0,4394.23371599,5144.23371599,1070.67126667,1250.93888333,-283.367603339,-179.917112541,0,0.350504126087,312.915302626,0,0.255640976588,0.127820488294,-0.127820488294,0,312.787482138,-3.20552948699
2025-03-20,70,11:40,11:50,6,0.4662,660.788910737,598.766898936,0,62.0220118007,833.333333333,0,5144.23371599,5894.23371599,1063.27026667,1272.50538333,-308.194699596,-234.566434397,25.3313177302,0,308.059790186,0,28.9146619015,14.4573309507,-14.4573309507,59.0473016291,352.649760864,-372.132070804
2025-03-20,71,11:50,12:00,6,0.4432,618.576484656,548.373572136,0,70.2029125208,833.333333333,0,5894.23371599,6644.23371599,1028.05333333,1303.075,-352.229651587,-284.959761198,9.93809453108,0,274.153098,0,31.1139308292,15.5569654146,-15.5569654146,22.0228174809,280.618950066,-421.217475125
2025-03-20,72,12:00,12:10,12,0.4411,551.926078398,551.926078398,0,0,821.05334369,0,6644.23371599,7383.18172532,993.135266667,1347.15658333,-311.405328219,-269.127265292,0,84.8940513747,243.454593181,0,0,0,0,0,243.454593181,0
2025-03-20,73,12:10,12:20,12,0.4551,578.040686081,578.040686081,0,0,814.851963551,0,7383.18172532,8116.54849251,975.87165,1348.42845,-304.798962464,-236.811277471,0,135.745522529,263.066316235,0,0,0,0,0,263.066316235,0
2025-03-20,74,12:20,12:30,12,0.4463,578.20082517,578.20082517,0,0,814.920171119,0,8116.54849251,8849.97664652,980.61,1284.89375,-282.746340658,-236.719345948,0,67.5644040515,258.051028274,0,0,0,0,0,258.051028274,0
2025-03-20,75,12:30,12:40,12,0.4113,607.790532906,589.37179558,0,18.4187373258,833.333333333,0,8849.97664652,9599.97664652,1001.04656667,1200.876,-296.697298778,-243.961537753,44.1321044201,0,249.984246184,0,7.5756266621,3.78781333105,-3.78781333105,90.75767274,336.954105593,-110.512423955
2025-03-20,76,12:40,12:50,12,0.5682,458.697915932,409.634813885,0,49.0631020469,647.758617058,0,9599.97664652,10182.9594019,1028.05913333,1201.15736667,-286.99452775,-238.123803173,65.0255698398,0,260.632155833,0,27.8776545831,13.9388272915,-13.9388272915,184.737643915,431.430972456,-294.378612282
2025-03-20,77,12:50,13:00,12,0.8279,0,0,0,0,183.46580889,0,10182.9594019,10348.0786299,1058.56333333,1254.3,-232.355904368,-183.46580889,0,12.2708577772,0,0,0,0,0,0,0,0
2025-03-20,78,13:00,13:10,12,0.8636,0,0,0,0,119.254793118,0,10348.0786299,10455.4079437,1085.1036,1223.17916667,-176.811014258,-119.254793118,0,18.8207735488,0,0,0,0,0,0,0,0
2025-03-20,79,13:10,13:20,12,0.8416,0,0,0,0,91.1117651775,0,10455.4079437,10537.4085323,1059.80525,1150.10563333,-154.000755485,-91.1117651775,0.811381844145,0,0,0,0,0,0,3.41429480016,3.41429480016,0
2025-03-20,80,13:20,13:30,12,0.8618,0,0,0,0,79.0705231342,0,10537.4085323,10608.5720032,1006.55,1101.66875,-154.634170906,-79.0705231342,0,16.0482268658,0,0,0,0,0,0,0,0
2025-03-20,81,13:30,13:40,12,0.8623,0,0,0,0,68.832315757,0,10608.5720032,10670.5210873,1004.8308,1107.02991667,-141.110585392,-68.832315757,0,33.3668009097,0,0,0,0,0,0,0,0
2025-03-20,82,13:40,13:50,12,0.9026,0,0,0,0,62.0155216179,0,10670.5210873,10726.3350568,1029.63021667,1134.42295,-123.116574165,-62.0155216179,0,42.7772117154,0,0,0,0,0,0,0,0
2025-03-20,83,13:50,14:00,12,0.9754,0,0,0,0,46.9940566886,0,10726.3350568,10768.6297078,1046.67,1133.325,-108.351687771,-46.9940566886,0,39.6609433114,0,0,0,0,0,0,0,0
2025-03-20,84,14:00,14:10,12,1.0002,0,0,0,0,34.8558802051,0,10768.6297078,10800,1047.24705,1075.60228333,-75.4662326445,-34.8558802051,6.50064687174,0,0,0,0,0,0,32.5097350056,32.5097350056,0
2025-03-20,85,14:10,14:20,12,0.9978,0,0,0,0,0,22.7736238594,10800,10774.6959735,1052.48533333,1033.93143333,-27.0773428146,22.7736238594,0,4.21972385944,0,0,0,0,0,0,0,0
2025-03-20,86,14:20,14:30,12,1.0271,0,0,0,0,0,99.9743606496,10774.6959735,10663.6133505,1058.79833333,1019.28125,37.3845457972,99.9743606496,0,60.4572773162,0,0,0,0,0,0,0,0
2025-03-20,87,14:30,14:40,12,1.0906,0,0,0,0,0,159.26633337,10663.6133505,10486.6507579,1043.23688333,972.9436,102.275951971,159.26633337,0,88.9730500367,0,0,0,0,0,0,0,0
2025-03-20,88,14:40,14:50,12,0.9376,0,0,0,0,0,186.025061089,10486.6507579,10279.9562456,1031.68576667,905.32725,134.759707025,186.025061089,0,59.6665444221,0,0,0,0,0,0,0,0
2025-03-20,89,14:50,15:00,12,0.6694,294.452901474,201.633460748,0,92.8194407263,0,0,10279.9562456,10279.9562456,1026.10666667,845.4625,151.044358429,201.633460748,0,20.9892940813,197.106772247,0,62.1333336222,31.0666668111,-31.0666668111,0,166.040105436,-556.916644358
2025-03-20,90,15:00,15:10,12,0.66,1091.94413062,821.870799126,0,270.073331495,577.826393787,0,10279.9562456,10800,1006.56098333,809.242416667,203.526142736,244.044405339,0,46.725838672,720.68312621,0,178.248398787,89.1241993935,-89.1241993935,0,631.558926817,-1620.43998897
2025-03-20,91,15:10,15:20,12,0.7217,335.36531391,311.884266949,0,23.481046961,0,0,10800,10800,1009.11315,760.306383333,274.50536428,311.884266949,0,63.0775002828,242.033147049,0,16.9462715918,8.47313579588,-8.47313579588,0,233.560011253,-140.886281766
2025-03-20,92,15:20,15:30,12,0.7308,401.69815744,387.675500463,0,14.0226569773,0,0,10800,10800,1031.28,691.1375,338.598598818,387.675500463,0,47.5330004628,293.561013457,0,10.247757719,5.12387885951,-5.12387885951,0,288.437134598,-84.1359418638
2025-03-20,93,15:30,15:40,12,0.7534,436.83216907,419.464765409,0,17.3674036613,0,0,10800,10800,1032.56201667,629.77975,385.617045911,419.464765409,0,16.6824987419,329.109356177,0,13.0846019184,6.5423009592,-6.5423009592,0,322.567055218,-104.204421968
2025-03-20,94,15:40,15:50,12,0.7823,480.697902035,460.905492945,0,19.7924090897,0,0,10800,10800,1031.02293333,578.570483333,426.483477164,460.905492945,0,8.45304294498,376.049968762,0,15.4836016309,7.74180081545,-7.74180081545,0,368.308167946,-118.754454538
2025-03-20,95,15:50,16:00,12,0.8055,502.643121984,502.643121984,0,0,0,0,10800,10800,1033.36166667,526.0375,468.947965556,502.643121984,4.68104468315,0,404.879034758,0,0,0,0,18.8529074614,423.731942219,0
2025-03-20,96,16:00,16:10,12,0.8271,544.344539995,544.344539995,0,0,0,0,10800,10800,1025.56238333,463.300833333,510.630026167,544.344539995,17.917010005,0,450.22736903,0,0,0,0,74.0957948758,524.323163906,0
2025-03-20,97,16:10,16:20,12,0.8519,599.44744283,599.44744283,0,0,0,0,10800,10800,1016.95986667,417.89265,569.641021827,599.44744283,0,0.380226163079,510.669276547,0,0,0,0,0,510.669276547,0
2025-03-20,98,16:20,16:30,12,0.8791,657.162473492,657.162473492,0,0,0,1.82773878645,10800,10797.9691791,1019.825,389.06875,636.606572874,658.990212279,0,28.2339622788,577.711530447,0,0,0,0,0,577.711530447,0
2025-03-20,99,16:30,16:40,12,0.9024,704.012171227,704.012171227,0,0,2.2564676376,0,10797.9691791,10800,1034.91581667,346.180266667,685.72776723,701.755703589,0,13.0201535891,635.300583315,0,0,0,0,0,635.300583315,0
2025-03-20,100,16:40,16:50,12,0.9163,747.938290866,747.938290866,0,0,0,0,10800,10800,1031.69983333,288.97555,727.243434138,747.938290866,0,5.21400753227,685.33585592,0,0,0,0,0,685.33585592,0
2025-03-20,101,16:50,17:00,12,0.9264,782.164042864,787.30362071,5.13957784662,0,0,0,10800,10800,1017.03166667,229.61875,773.83157208,787.30362071,0.109295956338,0,724.596769309,7.14195737566,0,0,7.14195737566,0.50625886976,732.244985554,30.8374670797
2025-03-20,102,17:00,17:10,12,0.9462,840.45437548,858.763003597,18.3086281172,0,0,0,10800,10800,1023.88281667,180.650366667,835.558350151,858.763003597,0,15.5305535973,795.237930079,25.9854358867,0,0,25.9854358867,0,821.223365966,109.851768703
2025-03-20,103,17:10,17:20,12,0.9742,884.110367732,909.919319011,25.8089512788,0,0,0,10800,10800,1012.50223333,138.64705,882.354378388,909.919319011,0,36.0641356778,861.300320245,37.7146205038,0,0,37.7146205038,0,899.014940749,154.853707673
2025-03-20,104,17:20,17:30,12,0.9862,948.489743529,956.773082527,8.28333899809,0,0,15.8419300626,10800,10782.3978555,1004.28,99.55625,936.881294676,972.61501259,0,67.8912625899,935.400585069,12.2535433799,0,0,12.2535433799,0,947.654128448,49.7000339885
2025-03-20,105,17:30,17:40,12,0.976,1029.58019498,1042.35393336,12.7737383813,0,0,0,10782.3978555,10782.3978555,1035.5736,62.48285,1010.60150575,1042.35393336,0,69.2631833599,1004.8702703,18.7007529902,0,0,18.7007529902,0,1023.57102329,76.6424302877
2025-03-20,106,17:40,17:50,12,1.0742,931.584861686,931.584861686,0,0,0,5.96614206028,10782.3978555,10775.7688088,899.02445,26.0212666667,913.489533146,937.551003746,0,64.5478204128,1000.70845842,0,0,0,0,0,1000.70845842,0
2025-03-20,107,17:50,18:00,12,1.2313,731.299583333,731.299583333,0,0,0,5.88375,10775.7688088,10769.2313088,682.353333333,0,719.6435,737.183333333,0,54.83,900.449176958,0,0,0,0,0,900.449176958,0
2025-03-20,108,18:00,18:10,18,1.2561,705.08391703,705.08391703,0,0,0,1.11610934073,10769.2313088,10767.9911873,697.997283333,0,695.188426565,706.200026371,0,8.20274303732,885.655908181,0,0,0,0,0,885.655908181,0
2025-03-20,109,18:10,18:20,18,1.2447,746.524156472,746.524156472,0,0,0,2.77037484751,10767.9911873,10764.912993,740.237783333,0.929566666667,737.392701638,749.29453132,0,9.98631465306,929.198617561,0,0,0,0,0,929.198617561,0
2025-03-20,110,18:20,18:30,18,1.2545,755.054416667,755.054416667,0,0,0,9.61475,10764.912993,10754.2299374,709.241666667,0,744.172083333,764.669166667,0,55.4275,947.215765708,0,0,0,0,0,947.215765708,0
2025-03-20,111,18:30,18:40,18,1.2522,746.054139852,746.054139852,0,0,0,6.87339216811,10754.2299374,10746.592835,714.422816667,0,734.171457853,752.92753202,0,38.5047153533,934.208993923,0,0,0,0,0,934.208993923,0
2025-03-20,112,18:40,18:50,18,1.2881,182.847565773,182.847565773,0,0,0,551.30997638,10746.592835,10134.0261946,745.041066667,0.0667333333333,717.641060918,734.157542153,10.8167911804,0,235.525949472,0,0,0,0,69.6655435974,305.19149307,0
2025-03-20,113,18:50,19:00,18,1.3466,-0,0,0,0,0,715.221972222,10134.0261946,9339.33511435,763.206666667,0,703.64075,715.221972222,47.9846944444,0,-0,0,0,0,0,323.080947694,323.080947694,0
2025-03-20,114,19:00,19:10,18,1.3523,0,0,0,0,0,720.481834862,9339.33511435,8538.79974229,746.718033333,0,700.424856162,720.481834862,26.2361984711,0,0,0,0,0,0,177.396055962,177.396055962,0
2025-03-20,115,19:10,19:20,18,1.3445,-0,0,0,0,0,718.388411799,8538.79974229,7740.59039584,714.2603,0.0048,701.726317632,718.388411799,0,4.13291179897,-0,0,0,0,0,0,0,0
2025-03-20,116,19:20,19:30,18,1.3483,-0,0,0,0,0,731.809333333,7740.59039584,6927.46891436,699.463333333,0,706.29175,731.809333333,0,32.346,-0,0,0,0,0,0,0,0
2025-03-20,117,19:30,19:40,18,1.349,-0,0,0,0,0,738.307779003,6927.46891436,6107.12693769,721.8114,0,716.202027456,738.307779003,0,16.4963790034,-0,0,0,0,0,0,0,0
2025-03-20,118,19:40,19:50,18,1.3473,-0,0,0,0,0,728.921603481,6107.12693769,5297.21404493,728.49135,0.00035,713.359549037,728.921603481,0,0.43060348122,-0,0,0,0,0,0,0,0
2025-03-20,119,19:50,20:00,18,1.3482,-0,0,0,0,0,721.210706273,5297.21404493,4495.86881574,726.368333333,0,705.894833333,721.210706273,5.15762706029,0,-0,0,0,0,0,34.7675640134,34.7675640134,0
