date,period,interval,price_yuan_per_kwh,load_kwh,pv_kwh,forecast_load_kwh,forecast_pv_kwh,net_q80_kwh,grid_plan_kwh,charge_kwh,discharge_kwh,energy_start_kwh,energy_end_kwh,emergency_kwh,surplus_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,25,4:00-4:10,0.4401,491.1868,0.0,529.3050333333333,0.0,550.0419666666666,550.0419666666666,0.0,0.0,10050.0,10050.0,0.0,58.85516666666655,242.07346952999995,0.0,242.07346952999995
2025-02-01,26,4:10-4:20,0.4389,504.64528333333334,0.0,519.2568208333332,0.0,539.114098611111,539.114098611111,0.0,0.0,10050.0,10050.0,0.0,34.46881527777765,236.61717788041662,0.0,236.61717788041662
2025-02-01,27,4:20-4:30,0.4364,505.57833333333326,0.0,530.655,0.0,559.9991666666667,559.9991666666667,0.0,0.0,10050.0,10050.0,0.0,54.42083333333346,244.38363633333336,0.0,244.38363633333336
2025-02-01,28,4:30-4:40,0.4393,503.23096666666663,0.0,542.9711791666666,0.0,566.4918833333334,566.4918833333334,0.0,0.0,10050.0,10050.0,0.0,63.26091666666673,248.85988434833337,0.0,248.85988434833337
2025-02-01,29,4:40-4:50,0.4422,502.84698333333336,0.00023333333333333333,550.9038874999999,0.0003217948717948718,579.024540705128,579.024540705128,0.0,0.0,10050.0,10050.0,0.0,76.1777907051279,256.04465189980755,0.0,256.04465189980755
2025-02-01,30,4:50-5:00,0.4395,499.64166666666665,0.0,553.7533333333333,0.0,572.9633333333333,572.9633333333333,0.0,0.0,10050.0,10050.0,0.0,73.3216666666666,251.81738499999997,0.0,251.81738499999997
2025-02-01,31,5:00-5:10,0.4333,488.78358333333335,0.0,552.5619666666666,0.0,571.8919,571.8919,0.0,0.0,10050.0,10050.0,0.0,83.10831666666661,247.80076026999998,0.0,247.80076026999998
2025-02-01,32,5:10-5:20,0.4439,498.51875,0.0033166666666666665,553.7675875,0.0042510989010989,589.0669255952381,589.0669255952381,0.0,0.0,10050.0,10050.0,0.0,90.55149226190474,261.4868082717262,0.0,261.4868082717262
2025-02-01,33,5:20-5:30,0.4301,529.2233333333334,0.0,559.1795833333333,0.0,594.2479166666667,594.2479166666667,0.0,0.0,10050.0,10050.0,0.0,65.02458333333334,255.58602895833334,0.0,255.58602895833334
2025-02-01,34,5:30-5:40,0.3713,547.4103166666666,0.0,563.3611374999999,0.0,584.9228208333332,1418.2561541666664,833.3333333333333,0.0,10050.0,10800.0,0.0,37.51250416666653,526.5985100420833,0.0,526.5985100420833
2025-02-01,35,5:40-5:50,0.5708,531.2274,0.04623333333333333,556.6571666666666,0.059147619047619046,573.6362626831502,573.6362626831502,0.0,0.0,10800.0,10800.0,0.0,42.455096016483594,327.43157873954215,0.0,327.43157873954215
2025-02-01,36,5:50-6:00,0.9099,510.98333333333335,0.0,548.2591666666666,0.0,565.9191666666666,0.0,0.0,591.9691666666665,10800.0,10142.256481481481,0.0,80.98583333333318,0.0,0.0,0.0
2025-02-01,37,6:00-6:10,0.9368,535.1871833333332,0.0,556.5887666666667,0.0,570.0209555555555,0.0,0.0,578.0675500000001,10142.256481481481,9499.959203703704,0.0,42.88036666666687,0.0,0.0,0.0
2025-02-01,38,6:10-6:20,0.8758,533.9993499999999,0.6440166666666667,558.9440583333333,0.8238456043956044,569.0383862942612,0.0,0.0,575.0168625457875,9499.959203703704,8861.051578652829,0.0,41.661529212454184,0.0,0.0,0.0
2025-02-01,39,6:20-6:30,0.8759,504.52,0.0,551.6529166666667,0.0,570.17875,0.0,0.0,574.60875,8861.051578652829,8222.597411986162,0.0,70.08875,0.0,0.0,0.0
2025-02-01,40,6:30-6:40,0.8601,519.5536833333333,0.0,558.5394708333333,0.0,575.2504708333333,0.0,0.0,576.3093291666665,8222.597411986162,7582.253712912088,0.0,56.75564583333323,0.0,0.0,0.0
2025-02-01,41,6:40-6:50,0.8442,566.415,14.934916666666666,593.8879541666666,13.708593772893773,602.1236500152625,0.0,0.0,607.522333562271,7582.253712912088,6907.228897842899,0.0,56.042250228937746,0.0,0.0,0.0
2025-02-01,42,6:50-7:00,0.8334,608.7916666666666,56.75,637.1875,56.71641483516483,602.639194139194,0.0,0.0,602.9349725274726,6907.228897842899,6237.301150590151,0.0,50.89330586080598,0.0,0.0,0.0
2025-02-01,43,7:00-7:10,0.8092,617.2140499999999,102.656,649.5454916666665,100.82271978021977,571.575539102564,0.0,0.0,578.0264492673991,6237.301150590151,5595.049540293041,0.0,63.46839926739926,0.0,0.0,0.0
2025-02-01,44,7:10-7:20,0.7972,595.3964666666666,147.48791666666665,646.2371125,145.4381194139194,516.6821023453399,0.0,0.0,522.6202248931625,5595.049540293041,5014.36040152286,0.0,74.71167489316252,0.0,0.0,0.0
2025-02-01,45,7:20-7:30,0.7644,579.5366666666666,190.11249999999998,641.69875,191.9526098901099,483.49793040293036,0.0,0.0,484.4259615384616,5014.36040152286,4476.109333146792,0.0,95.00179487179491,0.0,0.0,0.0
2025-02-01,46,7:30-7:40,0.6899,609.0003666666667,231.34661666666665,636.5728708333332,238.69664157509152,426.7790265309691,0.0,0.0,427.01192602258845,4476.109333146792,4001.651637566138,0.0,49.35817602258845,0.0,0.0,0.0
2025-02-01,47,7:40-7:50,0.86,640.2366833333333,279.07533333333333,634.9578708333333,288.16738095238094,361.7369530677655,0.0,0.0,363.5235977106228,4001.651637566138,3597.7365289987792,0.0,2.362247710622853,0.0,0.0,0.0
2025-02-01,48,7:50-8:00,1.1617,633.9416666666666,334.01874999999995,635.1125,340.4533653846154,321.98994047619044,0.0,0.0,327.24682692307687,3597.7365289987792,3234.128943528694,0.0,27.323910256410215,0.0,0.0,0.0
2025-02-01,49,8:00-8:10,1.1683,590.91065,388.6844166666666,632.3001999999999,391.8198386446887,251.9683107600731,0.0,0.0,281.2913469108668,3234.128943528694,2921.5830025166197,0.0,79.0651135775334,0.0,0.0,0.0
2025-02-01,50,8:10-8:20,1.0956,568.5581666666667,438.7655666666667,636.4029499999999,437.64020549450544,208.95968626373622,0.0,0.0,239.21621006105005,2921.5830025166197,2655.7872135598973,0.0,109.42361006105006,0.0,0.0,0.0
2025-02-01,51,8:20-8:30,1.0849,574.2283333333332,487.94374999999997,641.4108333333334,482.62554945054933,184.32367063492092,0.0,0.0,210.07884157509181,2655.7872135598973,2422.366278476462,0.0,123.79425824175854,0.0,0.0,0.0
2025-02-01,52,8:30-8:40,1.061,577.8523166666666,541.8831666666666,636.7007791666666,536.2204956043955,121.94774004375245,0.0,0.0,149.2560921703299,2422.366278476462,2256.526176064984,0.0,113.2869421703299,0.0,0.0,0.0
2025-02-01,53,8:40-8:50,1.043,649.0800333333333,586.6261,668.6288625,589.0588882783883,125.20125425824187,0.0,0.0,130.04197119963362,2256.526176064984,2112.03509695428,0.0,67.58803786630028,0.0,0.0,0.0
2025-02-01,54,8:50-9:00,1.036,737.1266666666667,621.9499999999999,728.4895833333333,634.7917582417582,131.14405067155042,0.0,0.0,154.0965338827839,2112.03509695428,1940.8167259734091,0.0,38.919867216117154,0.0,0.0,0.0
2025-02-01,55,9:00-9:10,1.0147,711.2534166666666,665.4293,753.615375,677.235263003663,95.26090402930402,0.0,0.0,124.05254853479846,1940.8167259734091,1802.980560934744,0.0,78.2284318681319,0.0,0.0,0.0
2025-02-01,56,9:10-9:20,0.9922,698.3616999999999,729.7221999999999,744.1545083333333,728.5992252747251,39.497118864468916,0.0,0.0,44.95662216117216,1802.980560934744,1753.0287585334418,0.0,76.31712216117216,0.0,0.0,0.0
2025-02-01,57,9:20-9:30,0.97,736.3866666666665,798.0874999999999,729.8283333333331,781.0616071428572,-18.588850732601145,0.0,8.13920940170999,0.0,1753.0287585334418,1760.3540469949803,0.0,53.56162393162333,0.0,0.0,0.0
2025-02-01,58,9:30-9:40,0.9422,733.2125666666667,838.3206833333334,739.0130416666667,815.5354366300364,-29.721576282051046,0.0,13.816143452380743,0.0,1760.3540469949803,1772.7885761021225,0.0,91.29197321428592,0.0,0.0,0.0
2025-02-01,59,9:40-9:50,0.9569,697.1223666666666,867.3196166666667,743.6516041666666,854.8163465201465,-75.86634013125774,0.0,37.06681758241757,0.0,1772.7885761021225,1806.1487119262983,0.0,133.13043241758248,0.0,0.0,0.0
2025-02-01,60,9:50-10:00,0.9977,678.5883333333334,894.01875,732.5604166666665,904.3250686813187,-128.42181110556123,0.0,121.37928113553141,0.0,1806.1487119262983,1915.3900649482766,0.0,94.05113553113517,0.0,0.0,0.0
2025-02-01,61,10:00-10:10,0.9919,711.4322,911.8498333333333,723.4847541666666,947.0951298534798,-196.61389052197785,0.0,165.94279107142847,0.0,1915.3900649482766,2064.738576912562,0.0,34.47484226190488,0.0,0.0,0.0
2025-02-01,62,10:10-10:20,0.9588,706.70705,933.6272333333333,724.8514749999999,987.9308329670331,-221.45209526862016,0.0,208.0535127289379,0.0,2064.738576912562,2251.9867383686064,0.0,18.86667060439538,0.0,0.0,0.0
2025-02-01,63,10:20-10:30,0.9549,666.9933333333333,959.21875,730.3295833333333,1013.9135989010988,-244.68572496947502,0.0,211.81365842490834,0.0,2251.9867383686064,2442.619030951024,0.0,80.41175824175832,0.0,0.0,0.0
2025-02-01,64,10:30-10:40,0.9839,678.7204333333333,979.8081666666667,725.7677833333333,1006.0687357142854,-249.76996349206297,0.0,236.47983434065884,0.0,2442.619030951024,2655.450881857617,0.0,64.60789899267456,0.0,0.0,0.0
2025-02-01,65,10:40-10:50,0.799,678.1305,1021.3479,714.360725,1012.6755523809525,-269.70340879120863,0.0,260.4802366402116,0.0,2655.450881857617,2889.8830948338073,0.0,82.73716335978838,0.0,0.0,0.0
2025-02-01,66,10:50-11:00,0.5025,652.925,1060.2749999999999,710.19625,1044.0643543956044,-309.38255494505506,0.0,309.38255494505506,0.0,2889.8830948338073,3168.327394284357,0.0,97.96744505494485,0.0,0.0,0.0
2025-02-01,67,11:00-11:10,0.4662,657.69435,1046.1778166666666,722.2226708333334,1062.1289195970694,-288.9193176892545,0.0,288.9193176892545,0.0,3168.327394284357,3428.354780204686,0.0,99.56414897741206,0.0,0.0,0.0
2025-02-01,68,11:10-11:20,0.5007,656.1017166666666,1051.3417833333333,715.6271458333333,1056.30545989011,-290.67567474053726,0.0,290.67567474053726,0.0,3428.354780204686,3689.96288747117,0.0,104.56439192612947,0.0,0.0,0.0
2025-02-01,69,11:20-11:30,0.4827,654.535,1099.0625,701.2904166666667,1050.970054945055,-297.95733821733813,0.0,297.95733821733813,0.0,3689.96288747117,3958.1244918667744,0.0,146.5701617826619,0.0,0.0,0.0
2025-02-01,70,11:30-11:40,0.4785,692.20855,1136.31565,722.6393833333333,1077.6979302197801,-286.1808576312575,0.0,286.1808576312575,0.0,3958.1244918667744,4215.687263734906,0.0,157.92624236874258,0.0,0.0,0.0
2025-02-01,71,11:40-11:50,0.4662,680.1494833333334,1128.4168166666666,729.0613333333333,1089.367373992674,-321.08356108058604,313.1642191508744,634.2477802314604,0.0,4215.687263734906,4786.5102659432205,0.0,127.18377225274719,145.99715896813763,0.0,145.99715896813763
2025-02-01,72,11:50-12:00,0.4432,640.0333333333333,1100.65625,704.81125,1071.3258928571427,-317.49912545787515,515.8342078754581,833.3333333333333,0.0,4786.5102659432205,5536.5102659432205,0.0,143.12379120879154,228.617720930403,0.0,228.617720930403
2025-02-01,73,12:00-12:10,0.4411,676.8413833333333,1105.4832,686.94,1055.4612023809523,-309.44133626373605,523.8919970695972,833.3333333333333,0.0,5536.5102659432205,6286.5102659432205,0.0,119.20048040293057,231.08875990739932,0.0,231.08875990739932
2025-02-01,74,12:10-12:20,0.4551,663.0938,1089.4810666666667,687.0372124999999,1049.8514847985348,-278.99858803927555,554.3347452940577,833.3333333333333,0.0,6286.5102659432205,7036.5102659432205,0.0,147.3886786273912,252.27774258332568,0.0,252.27774258332568
2025-02-01,75,12:20-12:30,0.4463,594.0216666666666,1052.4125,695.0779166666666,1051.7214972527472,-286.22699938949927,547.106333943834,833.3333333333333,0.0,7036.5102659432205,7786.5102659432205,0.0,172.163833943834,244.17355683913308,0.0,244.17355683913308
2025-02-01,76,12:30-12:40,0.4113,601.1141666666666,1052.0977666666665,692.3848416666666,1052.482053113553,-310.70482902264405,522.6285043106892,833.3333333333333,0.0,7786.5102659432205,8536.51026594322,0.0,140.27877097735586,214.95710382298648,0.0,214.95710382298648
2025-02-01,77,12:40-12:50,0.5682,633.3353666666667,1058.98975,683.9549833333333,1038.6848652014653,-298.50409020146515,0.0,287.3240758241757,0.0,8536.51026594322,8795.101934184979,0.0,138.3303075091576,0.0,0.0,0.0
2025-02-01,78,12:50-13:00,0.8279,638.6816666666666,1052.225,678.1316666666667,1020.6902472527473,-277.3770833333334,0.0,253.9134600122103,0.0,8795.101934184979,9023.624048195968,0.0,159.629873321123,0.0,0.0,0.0
2025-02-01,79,13:00-13:10,0.8636,619.3742333333332,1041.0229166666666,678.3876291666666,1020.603878021978,-284.43403817155126,0.0,263.8689989774115,0.0,9023.624048195968,9261.106147275637,0.0,157.77968435592186,0.0,0.0,0.0
2025-02-01,80,13:10-13:20,0.8416,606.5044,1029.2288333333331,679.7456833333333,1009.494056959707,-295.1715803418806,0.0,244.7358535714286,0.0,9261.106147275637,9481.368415489924,0.0,177.98857976190448,0.0,0.0,0.0
2025-02-01,81,13:20-13:30,0.8618,607.0133333333333,1017.28125,677.4545833333333,988.2701923076922,-270.99342185592184,0.0,258.1625434981685,0.0,9481.368415489924,9713.714704638276,0.0,152.1053731684982,0.0,0.0,0.0
2025-02-01,82,13:30-13:40,0.8623,606.3183333333333,998.79405,670.7934833333333,984.5690518315018,-258.1688274267401,0.0,229.56543331298315,0.0,9713.714704638276,9920.32359461996,0.0,162.91028335368355,0.0,0.0,0.0
2025-02-01,83,13:40-13:50,0.9026,624.9272166666666,948.6343499999999,665.6725958333333,963.507499084249,-240.55585654761876,0.0,221.81819445461952,0.0,9920.32359461996,10119.959969629119,0.0,101.88893887871382,0.0,0.0,0.0
2025-02-01,84,13:50-14:00,0.9754,641.645,875.1875,663.7862499999999,921.1959478021977,-228.6935714285711,0.0,210.303617216117,0.0,10119.959969629119,10309.233225123622,0.0,23.238882783883014,0.0,0.0,0.0
2025-02-01,85,14:00-14:10,1.0002,612.7233833333332,815.6234166666666,658.9274458333332,888.802411904762,-194.73333090659355,0.0,190.11348008241782,0.0,10309.233225123622,10480.335357197799,0.0,12.786553250915517,0.0,0.0,0.0
2025-02-01,86,14:10-14:20,0.9978,603.26775,769.5365666666667,638.1165583333333,850.3199287545787,-183.03122268009747,0.0,159.25635686813166,0.0,10480.335357197799,10623.666078379118,0.0,7.012459798535019,0.0,0.0,0.0
2025-02-01,87,14:20-14:30,1.0271,610.8116666666666,727.3999999999999,619.4958333333333,799.5732142857142,-146.19323717948748,0.0,141.2110863095238,0.0,10623.666078379118,10750.75605605769,24.622752976190554,0.0,0.0,126.45014790922659,126.45014790922659
2025-02-01,88,14:30-14:40,1.0906,571.6230833333333,684.0674,633.9314458333333,749.4187593406596,-96.57911082112344,0.0,54.71549326923105,0.0,10750.75605605769,10799.999999999996,0.0,57.72882339743569,0.0,0.0,0.0
2025-02-01,89,14:40-14:50,0.9376,554.5942,648.3614333333333,634.9304583333333,700.4734122710624,-48.506185134310385,0.0,0.0,0.0,10799.999999999996,10799.999999999996,0.0,93.76723333333325,0.0,0.0,0.0
2025-02-01,90,14:50-15:00,0.6694,578.9233333333333,614.7249999999999,618.82375,654.7194368131868,-8.24236263736259,0.0,0.0,0.0,10799.999999999996,10799.999999999996,0.0,35.80166666666662,0.0,0.0,0.0
2025-02-01,91,15:00-15:10,0.66,593.8219999999999,565.39285,627.0006583333333,615.7571443223444,33.295993620268405,33.295993620268405,0.0,0.0,10799.999999999996,10799.999999999996,0.0,4.866843620268469,21.975355789377147,0.0,21.975355789377147
2025-02-01,92,15:10-15:20,0.7217,603.3700333333334,505.4359666666667,632.5263541666666,575.2956304029303,73.61631729242981,73.61631729242981,0.0,0.0,10799.999999999996,10799.999999999996,24.317749374236882,0.0,53.128896189946595,87.7505986169338,140.8794948068804
2025-02-01,93,15:20-15:30,0.7308,608.655,450.63749999999993,625.63625,529.1013736263735,111.58110500610542,111.58110500610542,0.0,0.0,10799.999999999996,10799.999999999996,46.43639499389462,0.0,81.54347153846184,169.67858730769095,251.22205884615278
2025-02-01,94,15:30-15:40,0.7534,596.78865,413.62829999999997,625.8619625,479.01434194139193,168.15632964951715,168.15632964951715,0.0,0.0,10799.999999999996,10799.999999999996,15.004020350482847,0.0,126.68897875794622,56.52014466026888,183.20912341821509
2025-02-01,95,15:40-15:50,0.7823,570.11095,375.9729,629.8848166666667,423.149454029304,217.39974478021998,217.39974478021998,0.0,0.0,10799.999999999996,10799.999999999996,0.0,23.261694780219955,170.07182034156608,0.0,170.07182034156608
2025-02-01,96,15:50-16:00,0.8055,548.75,328.93125,621.8804166666666,365.60089285714275,276.1386210317462,276.1386210317462,0.0,0.0,10799.999999999996,10799.999999999996,0.0,56.319871031746175,222.42965924107156,0.0,222.42965924107156
2025-02-01,97,16:00-16:10,0.8271,554.0824,281.17404999999997,593.4667041666665,314.15390805860807,283.95553791208766,283.95553791208766,0.0,0.0,10799.999999999996,10799.999999999996,0.0,11.047187912087622,234.8596254070877,0.0,234.8596254070877
2025-02-01,98,16:10-16:20,0.8519,559.0360666666666,240.44151666666667,589.1507041666666,263.6111315018315,341.0196408466533,341.0196408466533,0.0,0.0,10799.999999999996,10799.999999999996,0.0,22.425090846653404,290.51463203726394,0.0,290.51463203726394
2025-02-01,99,16:20-16:30,0.8791,563.1066666666666,202.36249999999998,609.4695833333333,210.14155219780218,425.53132659007633,425.53132659007633,0.0,0.0,10799.999999999996,10799.999999999996,0.0,64.78715992340972,374.0845892053361,0.0,374.0845892053361
2025-02-01,100,16:30-16:40,0.9024,580.2863,155.5190333333333,602.6080458333332,155.68845183150182,460.677715521978,460.677715521978,0.0,0.0,10799.999999999996,10799.999999999996,0.0,35.9104488553113,415.7155704870329,0.0,415.7155704870329
2025-02-01,101,16:40-16:50,0.9163,532.8180166666666,106.71146666666667,539.4219333333333,106.16709340659341,439.8512695970696,439.8512695970696,0.0,0.0,10799.999999999996,10799.999999999996,0.0,13.744719597069604,403.03571833179484,0.0,403.03571833179484
2025-02-01,102,16:50-17:00,0.9264,446.78,59.70625,466.01416666666665,60.018475274725276,416.8364194139193,416.8364194139193,0.0,0.0,10799.999999999996,10799.999999999996,0.0,29.762669413919355,386.1572589450549,0.0,386.1572589450549
2025-02-01,103,17:00-17:10,0.9462,433.5435166666667,15.897433333333334,463.1464291666667,14.609877472527472,463.0503684065933,463.0503684065933,0.0,0.0,10799.999999999996,10799.999999999996,0.0,45.40428507325993,438.1382585863186,0.0,438.1382585863186
2025-02-01,104,17:10-17:20,0.9742,439.7808,0.0,476.8410208333333,0.0,489.01586249999974,489.01586249999974,0.0,0.0,10799.999999999996,10799.999999999996,0.0,49.23506249999974,476.3992532474997,0.0,476.3992532474997
2025-02-01,105,17:20-17:30,0.9862,436.13666666666666,0.0,473.86125,0.0,488.8562500000001,488.8562500000001,0.0,0.0,10799.999999999996,10799.999999999996,0.0,52.719583333333446,482.11003375000007,0.0,482.11003375000007
2025-02-01,106,17:30-17:40,0.976,445.99516666666665,0.68945,471.18950416666667,0.8784417582417581,493.50619574175835,493.50619574175835,0.0,0.0,10799.999999999996,10799.999999999996,0.0,48.20047907509172,481.66204704395614,0.0,481.66204704395614
2025-02-01,107,17:40-17:50,1.0742,439.89263333333326,0.0,466.50575833333323,0.0,471.21282499999995,471.21282499999995,0.0,0.0,10799.999999999996,10799.999999999996,0.0,31.320191666666688,506.17681661499995,0.0,506.17681661499995
2025-02-01,108,17:50-18:00,1.2313,428.47,0.0,464.69333333333327,0.0,473.2416666666666,0.0,0.0,473.2416666666666,10799.999999999996,10274.175925925923,0.0,44.77166666666659,0.0,0.0,0.0
2025-02-01,109,18:00-18:10,1.2561,454.18455,0.049499999999999995,475.8691749999999,0.06306721611721611,482.2510706959705,0.0,0.0,482.2510706959705,10274.175925925923,9738.3414029304,0.0,28.11602069597052,0.0,0.0,0.0
2025-02-01,110,18:10-18:20,1.2447,472.26531666666665,0.0,481.3931375,0.0,493.1213791666667,0.0,0.0,493.1213791666667,9738.3414029304,9190.428759411881,0.0,20.856062500000064,0.0,0.0,0.0
2025-02-01,111,18:20-18:30,1.2545,454.16833333333335,0.0,474.6333333333333,0.0,477.08666666666664,0.0,0.0,477.08666666666664,9190.428759411881,8660.332463115585,0.0,22.918333333333294,0.0,0.0,0.0
2025-02-01,112,18:30-18:40,1.2522,418.3761833333333,0.0035499999999999998,467.0723833333333,0.00452967032967033,485.25181141636136,0.0,0.0,485.25181141636136,8660.332463115585,8121.163783764073,0.0,66.87917808302808,0.0,0.0,0.0
2025-02-01,113,18:40-18:50,1.2881,414.0822333333333,0.0,464.82048749999996,0.0,496.01050416666675,0.0,0.0,496.01050416666675,8121.163783764073,7570.041001356665,0.0,81.92827083333344,0.0,0.0,0.0
2025-02-01,114,18:50-19:00,1.3466,432.1383333333333,0.0,461.40166666666664,0.0,480.19499999999994,0.0,0.0,480.19499999999994,7570.041001356665,7036.491001356665,0.0,48.056666666666615,0.0,0.0,0.0
2025-02-01,115,19:00-19:10,1.3523,424.01436666666666,0.00025,448.58152499999994,0.0003401098901098901,466.39105041208774,0.0,0.0,466.39105041208774,7036.491001356665,6518.278723121012,0.0,42.37693374542107,0.0,0.0,0.0
2025-02-01,116,19:10-19:20,1.3445,442.41246666666666,0.0,453.38711250000006,0.0,466.44712916666674,0.0,0.0,466.44712916666674,6518.278723121012,6000.004135158049,0.0,24.03466250000008,0.0,0.0,0.0
2025-02-01,117,19:20-19:30,1.3483,483.74666666666667,0.0,470.2129166666667,0.0,488.59958333333344,0.0,0.0,488.59958333333344,6000.004135158049,5457.115709232123,0.0,4.852916666666772,0.0,0.0,0.0
2025-02-01,118,19:30-19:40,1.349,481.18446666666665,0.0,466.25757083333326,0.0,488.7700624999999,0.0,0.0,488.7700624999999,5457.115709232123,4914.037862009901,0.0,7.58559583333323,0.0,0.0,0.0
